sentence,aspect_term,sentiment,source_file
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,positive,Laptop_Train_v2.xml
Disappointing for such a lovely screen and at a reasonable price,screen,positive,Laptop_Train_v2.xml
Disappointing for such a lovely screen and at a reasonable price,price,positive,Laptop_Train_v2.xml
The only bad thing about it is they give you the worst batteries possible.,batteries,negative,Laptop_Train_v2.xml
Good price.,price,positive,Laptop_Train_v2.xml
 THE MOTHERBOARD IS DEAD !,MOTHERBOARD,negative,Laptop_Train_v2.xml
the speed is fine.,speed,positive,Laptop_Train_v2.xml
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative,Laptop_Train_v2.xml
"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",Microsoft Student Edition,negative,Laptop_Train_v2.xml
Good for every day computing and web browsing.,web browsing,positive,Laptop_Train_v2.xml
Good for every day computing and web browsing.,every day computing,positive,Laptop_Train_v2.xml
"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.",functions,conflict,Laptop_Train_v2.xml
"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative,Laptop_Train_v2.xml
Excellent LED monitor and well equipped.,LED monitor,positive,Laptop_Train_v2.xml
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,negative,Laptop_Train_v2.xml
  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,hard drive,negative,Laptop_Train_v2.xml
"Without a doubt, the *design* of this laptop is fantastic.",design,positive,Laptop_Train_v2.xml
I couldn't believe how long the battery lasted on a single charge.,battery,positive,Laptop_Train_v2.xml
I couldn't believe how long the battery lasted on a single charge.,charge,positive,Laptop_Train_v2.xml
I could save ten essay papers and have hardly any memory left.,memory,negative,Laptop_Train_v2.xml
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,positive,Laptop_Train_v2.xml
"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size,neutral,Laptop_Train_v2.xml
But the biggest pain is that tech support is not available 24/7.,tech support,negative,Laptop_Train_v2.xml
The backlit keys are wonderful when you are working in the dark.,backlit keys,positive,Laptop_Train_v2.xml
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,positive,Laptop_Train_v2.xml
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",Safari internet browser,negative,Laptop_Train_v2.xml
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",firefox,positive,Laptop_Train_v2.xml
"Everything about the Mac is not only visually appealing, but very easy to use.",use,positive,Laptop_Train_v2.xml
I know what 7 hrs of battery looks like.,battery,positive,Laptop_Train_v2.xml
I did not have to call the support line at all.,support line,neutral,Laptop_Train_v2.xml
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7 starter,negative,Laptop_Train_v2.xml
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7,positive,Laptop_Train_v2.xml
THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION,negative,Laptop_Train_v2.xml
"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.",DVD drive,negative,Laptop_Train_v2.xml
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,neutral,Laptop_Train_v2.xml
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",microphone,positive,Laptop_Train_v2.xml
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,Linux,neutral,Laptop_Train_v2.xml
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,security-prone OS,neutral,Laptop_Train_v2.xml
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,performs,positive,Laptop_Train_v2.xml
The difference is the Toshiba had a lot more memory and hard drive space.,memory,positive,Laptop_Train_v2.xml
The difference is the Toshiba had a lot more memory and hard drive space.,hard drive space,positive,Laptop_Train_v2.xml
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system,negative,Laptop_Train_v2.xml
There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,iBook,neutral,Laptop_Train_v2.xml
Seems like maybe a bad shipment from Toshiba.,shipment,negative,Laptop_Train_v2.xml
OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,positive,Laptop_Train_v2.xml
OS X is solid with lots of innovations such as quicklook which save heaps of time.,quicklook,positive,Laptop_Train_v2.xml
But other than that I am blown away by all the features this laptop offers.,features,positive,Laptop_Train_v2.xml
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive,Laptop_Train_v2.xml
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",design,positive,Laptop_Train_v2.xml
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",colors,positive,Laptop_Train_v2.xml
First the screen goes completely out.,screen,negative,Laptop_Train_v2.xml
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad,positive,Laptop_Train_v2.xml
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,browsing,positive,Laptop_Train_v2.xml
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",PhotoBooth,positive,Laptop_Train_v2.xml
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",program,positive,Laptop_Train_v2.xml
"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",built-in camera,positive,Laptop_Train_v2.xml
Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,software,negative,Laptop_Train_v2.xml
I had to pay for the shipping!,shipping,negative,Laptop_Train_v2.xml
"It bluescreened on me without any warning, running simply basic Chrome.",Chrome,negative,Laptop_Train_v2.xml
I took 3-4 years researching brands and prices of laptops.,prices,neutral,Laptop_Train_v2.xml
We researched and found the best price at MacConnection.,price,positive,Laptop_Train_v2.xml
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,negative,Laptop_Train_v2.xml
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative,Laptop_Train_v2.xml
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PORTABILITY,positive,Laptop_Train_v2.xml
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,positive,Laptop_Train_v2.xml
I use a cooling pad but it doesn't help.,cooling pad,negative,Laptop_Train_v2.xml
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Supplied software,neutral,Laptop_Train_v2.xml
