sentence,aspect_term,sentiment,source_file
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive,data/semeval_2014_absa.csv
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative,data/semeval_2014_absa.csv
Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,data/semeval_2014_absa.csv
Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,data/semeval_2014_absa.csv
"service is friendly, and never had a problem walking in and getting a table.",service,positive,data/semeval_2014_absa.csv
"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,data/semeval_2014_absa.csv
The atmosphere was crowded but it was a great bistro-type vibe.,atmosphere,conflict,data/semeval_2014_absa.csv
The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,positive,data/semeval_2014_absa.csv
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,negative,data/semeval_2014_absa.csv
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,data/semeval_2014_absa.csv
The food was bland oily.,food,negative,data/semeval_2014_absa.csv
"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,data/semeval_2014_absa.csv
"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,data/semeval_2014_absa.csv
The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,data/semeval_2014_absa.csv
The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative,data/semeval_2014_absa.csv
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive,data/semeval_2014_absa.csv
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,positive,data/semeval_2014_absa.csv
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,positive,data/semeval_2014_absa.csv
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,positive,data/semeval_2014_absa.csv
"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive,data/semeval_2014_absa.csv
"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,data/semeval_2014_absa.csv
"Ambiance and music funky, which I enjoy.",Ambiance,positive,data/semeval_2014_absa.csv
"Ambiance and music funky, which I enjoy.",music,positive,data/semeval_2014_absa.csv
"The food, drinks and service are clearly among the best in the city.",food,positive,data/semeval_2014_absa.csv
"The food, drinks and service are clearly among the best in the city.",drinks,positive,data/semeval_2014_absa.csv
"The food, drinks and service are clearly among the best in the city.",service,positive,data/semeval_2014_absa.csv
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,data/semeval_2014_absa.csv
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,data/semeval_2014_absa.csv
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,positive,data/semeval_2014_absa.csv
"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,data/semeval_2014_absa.csv
Try the tandoori salmon!,tandoori salmon,positive,data/semeval_2014_absa.csv
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,data/semeval_2014_absa.csv
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,data/semeval_2014_absa.csv
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,data/semeval_2014_absa.csv
I love the atmorphere @ peep!,atmorphere,positive,data/semeval_2014_absa.csv
The service was attentive and her suggestions of menu items was right on the mark.,service,positive,data/semeval_2014_absa.csv
The service was attentive and her suggestions of menu items was right on the mark.,menu items,positive,data/semeval_2014_absa.csv
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,data/semeval_2014_absa.csv
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,data/semeval_2014_absa.csv
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,data/semeval_2014_absa.csv
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,data/semeval_2014_absa.csv
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,data/semeval_2014_absa.csv
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,data/semeval_2014_absa.csv
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,data/semeval_2014_absa.csv
What came to our table was burned beyond recognition and stringy.,table,neutral,data/semeval_2014_absa.csv
I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,data/semeval_2014_absa.csv
I had the Pad Thai and the noodles were sticky.,noodles,negative,data/semeval_2014_absa.csv
"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,data/semeval_2014_absa.csv
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,data/semeval_2014_absa.csv
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,data/semeval_2014_absa.csv
The hostess is rude to the point of being offensive.,hostess,negative,data/semeval_2014_absa.csv
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,data/semeval_2014_absa.csv
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative,data/semeval_2014_absa.csv
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,data/semeval_2014_absa.csv
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,data/semeval_2014_absa.csv
